Geographic code,Year,Race,Sex,Age group,Person-years,Mortality rate,No. of deaths,Rate Lower bound,Rate upper bound,Expected no. of deaths,Sparse content indicator
28135,2000-2004,W,M,All,13888,0,0,0,13.8895,1.33,1
28137,2000-2004,W,M,All,43769,7.0355,3,0,18.6715,2.86,1
28139,2000-2004,W,M,All,42238,7.0736,3,0,18.196,3.31,1
28141,2000-2004,W,M,All,44203,1.7355,1,0,10.958,3.58,1
28143,2000-2004,W,M,All,6929,16.666,1,0,57.253,0.49,1
28145,2000-2004,W,M,All,53288,4.4101,2,0,13.2009,3.91,1
28147,2000-2004,W,M,All,20450,14.4292,3,0,32.6421,1.9,1
28149,2000-2004,W,M,All,65022,6.9728,4,0,15.7201,4.62,1
28151,2000-2004,W,M,All,49869,3.7706,2,0,11.8961,4.28,1
28153,2000-2004,W,M,All,31743,0,0,0,11.2915,2.21,1
28155,2000-2004,W,M,All,19697,0,0,0,12.3994,1.68,1
28157,2000-2004,W,M,All,8543,0,0,0,19.0133,0.72,1
28159,2000-2004,W,M,All,27113,2.98,1,0,13.9765,2.49,1
28161,2000-2004,W,M,All,19781,11.2892,3,0,27.7403,1.81,1
28163,2000-2004,W,M,All,34373,0,0,0,10.4987,2.39,1
29001,2000-2004,W,M,All,55981,4.7797,2,0,13.8216,3.67,1
29003,2000-2004,W,M,All,40469,4.7907,2,0,15.4074,3.12,1
29005,2000-2004,W,M,All,15172,4.9814,1,0,19.5709,1.72,1
29007,2000-2004,W,M,All,54860,5.6299,4,0,12.5727,5.34,1
29009,2000-2004,W,M,All,84341,10.7567,10,2.9117,18.6016,7.01,1
29011,2000-2004,W,M,All,31015,6.1677,2,0,17.9302,2.71,1
29013,2000-2004,W,M,All,40523,4.3748,2,0,13.1004,3.73,1
29015,2000-2004,W,M,All,43641,10.8385,6,0.858,20.8189,5.18,1
29017,2000-2004,W,M,All,30018,3.2926,1,0,14.6429,2.41,1
29019,2000-2004,W,M,All,291779,5.5678,11,1.9073,9.2283,14.96,1
29021,2000-2004,W,M,All,195844,11.2018,21,6.2924,16.1113,14.69,0
29023,2000-2004,W,M,All,91371,9.0606,9,2.92,15.2011,7.95,1
29025,2000-2004,W,M,All,22364,0,0,0,11.2525,1.97,1
29027,2000-2004,W,M,All,98807,13.3008,9,3.661,22.9407,5.59,1
29029,2000-2004,W,M,All,93438,8.1964,8,1.5127,14.88,9.25,1
29031,2000-2004,W,M,All,155880,7.3704,11,2.6251,12.1157,11.76,1
29033,2000-2004,W,M,All,24296,5.9696,2,0,17.0959,2.55,1
29035,2000-2004,W,M,All,14279,4.8191,1,0,22.2828,1.18,1
29037,2000-2004,W,M,All,206178,8.15,14,3.7327,12.5674,12.85,0
29039,2000-2004,W,M,All,33372,8.4961,4,0,18.1788,3.62,1
29041,2000-2004,W,M,All,19309,8.1547,2,0,22.4634,2.31,1
29043,2000-2004,W,M,All,142641,6.8135,7,0.6187,13.0084,8.18,1
29045,2000-2004,W,M,All,18218,8.8526,2,0,25.7477,1.53,1
29047,2000-2004,W,M,All,438249,8.7701,25,5.1244,12.4157,25.38,0
29049,2000-2004,W,M,All,47434,16.2208,7,3.115,29.3267,3.41,1
29051,2000-2004,W,M,All,158010,7.6096,9,2.3844,12.8348,9.93,1
29053,2000-2004,W,M,All,39457,2.5358,1,0,12.5934,3.22,1
29055,2000-2004,W,M,All,56982,10.4381,6,0.9723,19.9038,4.75,1
29057,2000-2004,W,M,All,19191,12.2851,3,0,27.7311,2.04,1
29059,2000-2004,W,M,All,39176,7.7698,3,0,18.3469,3.19,1
29061,2000-2004,W,M,All,19148,9.9398,2,0,27.6727,1.68,1
29063,2000-2004,W,M,All,33770,0,0,0,10.788,2.16,1
29065,2000-2004,W,M,All,35824,8.9101,4,0,19.7007,3.39,1
29067,2000-2004,W,M,All,32280,7.5517,3,0,19.2868,2.86,1
29069,2000-2004,W,M,All,70534,12.3989,8,3.0143,21.7834,5.89,1
29071,2000-2004,W,M,All,234094,8.0251,14,3.3668,12.6833,14.56,0
29073,2000-2004,W,M,All,37535,8.4139,4,0,19.3147,3.62,1
29075,2000-2004,W,M,All,16178,0,0,0,11.6462,1.85,1
29077,2000-2004,W,M,All,560864,7.0203,36,4.6655,9.3751,40.34,0
29079,2000-2004,W,M,All,24280,8.8159,3,0,21.0863,2.68,1
29081,2000-2004,W,M,All,21346,0,0,0,10.0649,2.46,1
29083,2000-2004,W,M,All,53445,8.2595,5,0,17.0677,5.24,1
29085,2000-2004,W,M,All,21813,14.6661,6,1.1775,28.1547,3.07,1
29087,2000-2004,W,M,All,12777,5.3569,1,0,20.9941,1.54,1
29089,2000-2004,W,M,All,22684,7.7824,2,0,21.3309,2.04,1
29091,2000-2004,W,M,All,88774,12.973,13,5.0818,20.8642,7.64,0
29093,2000-2004,W,M,All,25021,0,0,0,11.0136,2.13,1
29095,2000-2004,W,M,All,1188622,6.1735,63,4.6241,7.7228,82.14,0
29097,2000-2004,W,M,All,247507,9.6796,20,5.3361,14.0232,17.29,0
29099,2000-2004,W,M,All,499101,7.7257,21,4.063,11.3885,24.34,0
29101,2000-2004,W,M,All,115802,12.5919,9,3.5849,21.5988,5.91,1
29103,2000-2004,W,M,All,10332,6.5373,1,0,25.0477,1.16,1
29105,2000-2004,W,M,All,79995,6.8762,5,0,14.0178,6,1
29107,2000-2004,W,M,All,78419,3.9509,3,0,9.8894,6.32,1
29109,2000-2004,W,M,All,87514,4.453,4,0,9.7427,7.17,1
29111,2000-2004,W,M,All,24586,0,0,0,10.7953,2.14,1
29113,2000-2004,W,M,All,102696,5.3452,4,0,12.1902,5.82,1
29115,2000-2004,W,M,All,31447,2.2028,1,0,10.8098,3.37,1
29117,2000-2004,W,M,All,32397,0,0,0,8.6818,3.3,1
29119,2000-2004,W,M,All,52995,6.0476,2,0,16.9486,3.21,1
29121,2000-2004,W,M,All,37065,3.9701,2,0,12.4908,3.81,1
29123,2000-2004,W,M,All,28292,6.0959,2,0,18.0904,2.67,1
29125,2000-2004,W,M,All,21943,3.4196,1,0,17.3157,1.74,1
29127,2000-2004,W,M,All,63186,5.9136,4,0,13.2634,5.53,1
29129,2000-2004,W,M,All,8932,8.7892,1,0,31.364,0.94,1
29131,2000-2004,W,M,All,58756,11.0177,6,1.369,20.6664,4.67,1
29133,2000-2004,W,M,All,25060,10.4961,3,0,25.1849,2.12,1
29135,2000-2004,W,M,All,36726,12.9378,4,0,27.2742,2.47,1
29137,2000-2004,W,M,All,22134,14.4746,4,0,30.1183,2.18,1
29139,2000-2004,W,M,All,28925,9.9982,3,0,24.142,2.66,1
29141,2000-2004,W,M,All,48095,12.7645,8,3.3378,22.1913,5.09,1
29143,2000-2004,W,M,All,39731,4.8849,2,0,15.078,3.16,1
29145,2000-2004,W,M,All,125361,6.9421,8,1.7308,12.1534,9.21,1
29147,2000-2004,W,M,All,52465,12.2805,6,1.2428,23.3183,3.95,1
29149,2000-2004,W,M,All,24389,7.0213,2,0,19.1625,2.46,1
29151,2000-2004,W,M,All,33347,4.3318,1,0,16.1815,2.44,1
29153,2000-2004,W,M,All,23300,20.3395,5,0.2655,40.4136,2.48,1
29155,2000-2004,W,M,All,35113,14.3718,5,0.9705,27.7731,2.78,1
29157,2000-2004,W,M,All,44907,4.2369,2,0,13.0361,3.69,1
29159,2000-2004,W,M,All,91632,9.2485,9,1.876,16.6209,7.4,1
29161,2000-2004,W,M,All,97331,1.0608,1,0,6.8298,7.17,1
29163,2000-2004,W,M,All,43101,0,0,0,8.6448,3.36,1
29165,2000-2004,W,M,All,179269,10.9969,13,4.7139,17.2799,9.4,0
29167,2000-2004,W,M,All,66220,4.9506,3,0,12.6838,5.46,1
29169,2000-2004,W,M,All,97078,10.3876,4,0,23.0835,3.81,1
29171,2000-2004,W,M,All,12656,0,0,0,13.8603,1.31,1
29173,2000-2004,W,M,All,23984,0,0,0,11.3564,1.97,1
29175,2000-2004,W,M,All,57481,13.5865,7,2.9044,24.2687,4.26,1
29177,2000-2004,W,M,All,57887,8.3692,4,0,18.4793,3.86,1
29179,2000-2004,W,M,All,16339,7.1944,1,0,25.9929,1.42,1
29181,2000-2004,W,M,All,32480,0,0,0,9.2052,3.01,1
29183,2000-2004,W,M,All,712999,7.4386,31,4.5946,10.2827,34.08,0
29185,2000-2004,W,M,All,23590,10.1547,3,0,23.4815,2.72,1
29186,2000-2004,W,M,All,44692,6.604,3,0,17.1453,3.48,1
29187,2000-2004,W,M,All,139606,5.8272,8,0.6154,11.0389,10.21,1
29189,2000-2004,W,M,All,1865067,6.8199,133,5.6452,7.9947,156.24,0
29195,2000-2004,W,M,All,53242,7.3217,4,0,16.6775,4.6,1
29197,2000-2004,W,M,All,10083,0,0,0,15.0703,1.1,1
29199,2000-2004,W,M,All,12001,6.9406,1,0,25.9928,1.15,1
29201,2000-2004,W,M,All,86253,7.2392,6,0.003,14.4754,6.27,1
29203,2000-2004,W,M,All,19915,6.5838,1,0,24.1981,1.52,1
29205,2000-2004,W,M,All,15967,0,0,0,12.6741,1.55,1
29207,2000-2004,W,M,All,70091,12.9988,10,4.576,21.4215,6.14,1
29209,2000-2004,W,M,All,71531,1.4565,1,0,7.7711,7.14,1
29211,2000-2004,W,M,All,17713,17.9632,4,0,37.5367,1.75,1
29213,2000-2004,W,M,All,96622,7.7503,8,1.2482,14.2523,8.47,1
29215,2000-2004,W,M,All,57117,9.0005,6,0.5947,17.4063,5.19,1
29217,2000-2004,W,M,All,48175,2.0252,1,0,10.1054,4.08,1
29219,2000-2004,W,M,All,63100,1.5629,1,0,9.6643,4.29,1
29221,2000-2004,W,M,All,57796,3.9946,2,0,13.6619,3.62,1
29223,2000-2004,W,M,All,32286,2.3255,1,0,11.5648,3.36,1
29225,2000-2004,W,M,All,79464,3.5524,3,0,11.4514,4.97,1
29227,2000-2004,W,M,All,5647,24.2312,2,0,61.6797,0.64,1
29229,2000-2004,W,M,All,43299,13.3554,6,1.3115,25.3993,3.74,1
29510,2000-2004,W,M,All,390984,8.7701,32,5.7059,11.8342,28.87,0
30001,2000-2004,W,M,All,22554,6.8119,2,0,21.4654,1.87,1
30003,2000-2004,W,M,All,12199,4.9481,1,0,23.9031,0.96,1
30005,2000-2004,W,M,All,8946,7.4201,1,0,27.2662,1.01,1
30007,2000-2004,W,M,All,11064,6.2368,1,0,25.3714,1.1,1
30009,2000-2004,W,M,All,24008,13.9136,4,0,29.1558,2.31,1
30011,2000-2004,W,M,All,3248,0,0,0,28.9415,0.31,1
30013,2000-2004,W,M,All,183400,8.5472,16,4.2368,12.8576,14.46,0
30015,2000-2004,W,M,All,12172,10.9626,2,0,29.0265,1.47,1
30017,2000-2004,W,M,All,27504,6.2385,2,0,18.4885,2.64,1
30019,2000-2004,W,M,All,4707,0,0,0,19.1137,0.69,1
30021,2000-2004,W,M,All,21389,0,0,0,10.5044,2.26,1
30023,2000-2004,W,M,All,22086,6.9239,2,0,20.7897,2.2,1
30025,2000-2004,W,M,All,6911,14.8683,1,0,48.6825,0.65,1
30027,2000-2004,W,M,All,28065,2.8871,1,0,12.7748,3,1
30029,2000-2004,W,M,All,188577,11.2958,19,5.9444,16.6471,13.93,0
30031,2000-2004,W,M,All,181619,7.5509,7,1.532,13.5698,8.65,1
30033,2000-2004,W,M,All,3211,18.2061,1,0,61.5654,0.35,1
30035,2000-2004,W,M,All,11571,0,0,0,14.8549,1.12,1
30037,2000-2004,W,M,All,2671,0,0,0,31.4013,0.26,1
30039,2000-2004,W,M,All,7254,11.6614,1,0,41.1057,0.66,1
30041,2000-2004,W,M,All,33086,11.0373,3,0,25.3926,2.47,1
30043,2000-2004,W,M,All,25643,19.4376,4,0,41.1998,1.66,1
30045,2000-2004,W,M,All,5809,0,0,0,20.3546,0.6,1
30047,2000-2004,W,M,All,49037,5.0741,3,0,12.6592,5.16,1
30049,2000-2004,W,M,All,134562,9.6614,10,2.9712,16.3517,9.15,1
30051,2000-2004,W,M,All,5069,0,0,0,20.0364,0.63,1
30053,2000-2004,W,M,All,46778,14.5566,8,2.7261,26.387,4.23,1
30055,2000-2004,W,M,All,4541,0,0,0,21.9845,0.54,1
30057,2000-2004,W,M,All,17494,0,0,0,12.4678,1.73,1
30059,2000-2004,W,M,All,4826,0,0,0,24.2443,0.46,1
30061,2000-2004,W,M,All,9642,0,0,0,19.7194,0.81,1
30063,2000-2004,W,M,All,233008,7.879,13,3.4397,12.3183,13.6,0
30065,2000-2004,W,M,All,10702,8.5368,1,0,29.903,1.1,1
30067,2000-2004,W,M,All,38327,10.9829,4,0,23.1946,3.12,1
30069,2000-2004,W,M,All,1270,0,0,0,57.7618,0.12,1
30071,2000-2004,W,M,All,10101,0,0,0,15.0974,1.09,1
30073,2000-2004,W,M,All,13024,6.1296,1,0,22.8143,1.33,1
30075,2000-2004,W,M,All,4393,0,0,0,24.9987,0.43,1
30077,2000-2004,W,M,All,19304,35.4255,6,5.789,65.062,1.4,1
30079,2000-2004,W,M,All,2994,0,0,0,24.5215,0.42,1
30081,2000-2004,W,M,All,92380,8.6535,9,2.7658,14.5412,8.4,1
30083,2000-2004,W,M,All,22727,0,0,0,11.1322,2.01,1
30085,2000-2004,W,M,All,10626,6.0277,1,0,23.2911,1.3,1
30087,2000-2004,W,M,All,15139,4.2176,1,0,21.5005,1.13,1
30089,2000-2004,W,M,All,24908,10.6657,3,0,24.9026,2.49,1
30091,2000-2004,W,M,All,9332,0,0,0,14.1119,1.26,1
30093,2000-2004,W,M,All,80280,17.1915,15,8.2387,26.1443,7.03,0
30095,2000-2004,W,M,All,21086,4.2936,1,0,18.665,1.69,1
30097,2000-2004,W,M,All,9055,8.7616,1,0,31.1229,0.89,1
30099,2000-2004,W,M,All,15406,5.4543,1,0,21.1777,1.51,1
30101,2000-2004,W,M,All,12922,6.922,1,0,26.9491,1.07,1
30103,2000-2004,W,M,All,1970,0,0,0,38.8479,0.17,1
30105,2000-2004,W,M,All,16394,28.0842,7,6.1811,49.9872,1.88,1
30107,2000-2004,W,M,All,5208,11.6879,1,0,40.876,0.64,1
30109,2000-2004,W,M,All,2415,0,0,0,29.6359,0.29,1
30111,2000-2004,W,M,All,305298,8.8334,25,5.3287,12.338,22.74,0
31001,2000-2004,W,M,All,75453,11.5078,9,3.7781,19.2374,6.36,1
31003,2000-2004,W,M,All,17772,0,0,0,11.1682,2,1
31005,2000-2004,W,M,All,1035,0,0,0,48.2668,0.12,1
31007,2000-2004,W,M,All,2026,0,0,0,40.6161,0.17,1
31009,2000-2004,W,M,All,1392,37.6631,1,0,124.9638,0.13,1
31011,2000-2004,W,M,All,15091,0,0,0,11.9904,1.77,1
31013,2000-2004,W,M,All,28307,4.0072,1,0,15.8228,2.24,1
31015,2000-2004,W,M,All,5647,0,0,0,17.9456,0.8,1
31017,2000-2004,W,M,All,8528,11.0028,1,0,37.1425,1.13,1
31019,2000-2004,W,M,All,102298,6.4331,5,0,13.467,6.35,1
31021,2000-2004,W,M,All,18192,3.6338,1,0,15.6744,2.16,1
31023,2000-2004,W,M,All,22568,4.3318,1,0,16.6824,2.14,1
31025,2000-2004,W,M,All,61011,13.2994,6,1.6257,24.9732,3.94,1
31027,2000-2004,W,M,All,23332,2.9491,1,0,13.7294,2.51,1
31029,2000-2004,W,M,All,9782,0,0,0,14.9031,1.13,1
31031,2000-2004,W,M,All,14658,16.0352,3,0,36.8376,1.44,1
31033,2000-2004,W,M,All,23930,4.4563,1,0,17.0396,2.09,1
31035,2000-2004,W,M,All,16663,14.7301,3,0,33.6354,1.72,1
31037,2000-2004,W,M,All,26724,3.4444,1,0,15.3524,2.13,1
31039,2000-2004,W,M,All,25103,0,0,0,9.4362,2.83,1
31041,2000-2004,W,M,All,28296,4.8976,2,0,14.3293,3.21,1
31043,2000-2004,W,M,All,47350,6.4391,2,0,18.5043,2.55,1
31045,2000-2004,W,M,All,20625,5.0433,1,0,19.9381,1.71,1
31047,2000-2004,W,M,All,60306,7.3136,4,0,16.2615,4.52,1
31049,2000-2004,W,M,All,4977,13.0217,1,0,43.9113,0.72,1
31051,2000-2004,W,M,All,15297,4.1687,1,0,18.8555,1.46,1
31053,2000-2004,W,M,All,85759,2.9953,3,0,9.0999,7.66,1
31055,2000-2004,W,M,All,986789,7.8825,57,5.7841,9.9808,58.45,0
31057,2000-2004,W,M,All,5396,0,0,0,19.713,0.65,1
31059,2000-2004,W,M,All,15653,5.1602,1,0,20.3232,1.76,1
31061,2000-2004,W,M,All,8293,0,0,0,15.3241,1.07,1
31063,2000-2004,W,M,All,7426,0,0,0,18.6393,0.72,1
31065,2000-2004,W,M,All,12392,10.5413,2,0,28.9191,1.48,1
31067,2000-2004,W,M,All,55623,8.5569,6,0.9533,16.1604,5.59,1
31069,2000-2004,W,M,All,5365,0,0,0,18.6134,0.73,1
31071,2000-2004,W,M,All,4493,17.0014,1,0,55.7191,0.62,1
31073,2000-2004,W,M,All,5212,0,0,0,19.4502,0.66,1
31075,2000-2004,W,M,All,1871,0,0,0,41.9174,0.16,1
31077,2000-2004,W,M,All,6439,9.4561,1,0,33.215,0.84,1
31079,2000-2004,W,M,All,130312,10.8577,14,5.0638,16.6516,9.77,0
31081,2000-2004,W,M,All,23367,12.4841,3,0,28.2725,1.98,1
31083,2000-2004,W,M,All,9138,0,0,0,14.3988,1.21,1
31085,2000-2004,W,M,All,2704,0,0,0,31.3789,0.27,1
31087,2000-2004,W,M,All,7411,16.2192,2,0,42.5702,0.93,1
31089,2000-2004,W,M,All,27317,4.9566,2,0,14.6871,3.02,1
31091,2000-2004,W,M,All,1702,0,0,0,31.9592,0.26,1
31093,2000-2004,W,M,All,16441,10.8385,2,0,28.6465,1.56,1
31095,2000-2004,W,M,All,20087,9.6892,3,0,24.0013,2.59,1
31097,2000-2004,W,M,All,10290,6.8888,1,0,25.3345,1.28,1
31099,2000-2004,W,M,All,16884,10.253,2,0,27.9263,1.54,1
31101,2000-2004,W,M,All,20975,13.4127,4,0,28.8098,2.07,1
31103,2000-2004,W,M,All,2377,0,0,0,29.1127,0.3,1
31105,2000-2004,W,M,All,9528,33.1438,4,0,67.6331,1.08,1
31107,2000-2004,W,M,All,20732,5.4451,2,0,15.8269,2.84,1
31109,2000-2004,W,M,All,590398,5.9674,24,3.4833,8.4516,33.45,0
31111,2000-2004,W,M,All,83547,4.9857,4,0,10.9752,6.76,1
31113,2000-2004,W,M,All,1779,40.3106,1,0,127.9663,0.16,1
31115,2000-2004,W,M,All,1861,0,0,0,35.0057,0.2,1
31117,2000-2004,W,M,All,1315,0,0,0,40.1329,0.16,1
31119,2000-2004,W,M,All,85078,11.0596,9,2.9553,19.1639,6.48,1
31121,2000-2004,W,M,All,19827,8.6287,2,0,23.1563,1.91,1
31123,2000-2004,W,M,All,12967,6.7497,1,0,25.8504,1.11,1
31125,2000-2004,W,M,All,9874,0,0,0,15.3175,1.07,1
31127,2000-2004,W,M,All,17371,4.7326,1,0,19.1098,1.67,1
31129,2000-2004,W,M,All,11742,0,0,0,12.4165,1.65,1
31131,2000-2004,W,M,All,37627,4.1748,2,0,12.588,3.71,1
31133,2000-2004,W,M,All,7129,6.7497,1,0,26.2134,1.05,1
31135,2000-2004,W,M,All,7758,0,0,0,17.3525,0.85,1
31137,2000-2004,W,M,All,23520,7.2206,2,0,20.7194,2.32,1
31139,2000-2004,W,M,All,19242,17.3493,4,0,35.4001,1.8,1
31141,2000-2004,W,M,All,76755,4.4188,3,0,12.2761,5.39,1
31143,2000-2004,W,M,All,13788,0,0,0,12.4201,1.64,1
31145,2000-2004,W,M,All,27184,5.34,2,0,16.9106,2.76,1
31147,2000-2004,W,M,All,21452,6.9127,2,0,19.7188,2.61,1
31149,2000-2004,W,M,All,4003,15.381,1,0,52.1301,0.46,1
31151,2000-2004,W,M,All,33929,2.7578,1,0,12.4329,3.12,1
31153,2000-2004,W,M,All,296439,5.6079,7,0,11.2837,11.22,1
31155,2000-2004,W,M,All,49644,8.5879,4,0,18.3125,4,1
31157,2000-2004,W,M,All,84363,9.6018,9,2.5118,16.6918,7.9,1
31159,2000-2004,W,M,All,41778,7.2146,3,0,18.0651,3.47,1
31161,2000-2004,W,M,All,13137,0,0,0,12.1385,1.72,1
31163,2000-2004,W,M,All,7828,0,0,0,15.5313,1.05,1
31165,2000-2004,W,M,All,3832,0,0,0,26.9501,0.36,1
31167,2000-2004,W,M,All,15888,0,0,0,14.8375,1.14,1
31169,2000-2004,W,M,All,14068,0,0,0,11.206,2.06,1
31171,2000-2004,W,M,All,1688,0,0,0,37.733,0.18,1
31173,2000-2004,W,M,All,8609,7.4342,1,0,27.7134,1.04,1
31175,2000-2004,W,M,All,10968,5.3463,1,0,21.2919,1.44,1
31177,2000-2004,W,M,All,47379,6.7369,3,0,16.9962,3.32,1
31179,2000-2004,W,M,All,22645,5.4224,1,0,20.0745,1.69,1
31181,2000-2004,W,M,All,9316,9.7497,2,0,28.386,1.32,1
31183,2000-2004,W,M,All,2081,0,0,0,37.0256,0.2,1
31185,2000-2004,W,M,All,33728,7.4444,3,0,18.2093,3.37,1
32001,2000-2004,W,M,All,54792,6.219,3,0,15.2733,3.96,1
32003,2000-2004,W,M,All,3180264,9.8149,228,8.4611,11.1686,187.25,0
32005,2000-2004,W,M,All,105188,12.0781,14,5.2082,18.948,9.58,0
32007,2000-2004,W,M,All,107582,8.4547,4,0,19.0932,4.29,1
32009,2000-2004,W,M,All,2346,0,0,0,33.5238,0.25,1
32011,2000-2004,W,M,All,3962,0,0,0,32.9659,0.27,1
32013,2000-2004,W,M,All,40151,6.4533,2,0,20.9898,1.93,1
32015,2000-2004,W,M,All,12979,22.4494,2,0,62.808,0.6,1
32017,2000-2004,W,M,All,10475,0,0,0,16.0397,1,1
32019,2000-2004,W,M,All,92871,12.6648,11,3.7164,21.6133,7.25,1
32021,2000-2004,W,M,All,9628,16.1243,3,0,38.6065,1.21,1
32023,2000-2004,W,M,All,84670,7.0463,8,1.3603,12.7324,8.81,1
32027,2000-2004,W,M,All,17432,11.8947,1,0,40.5532,0.8,1
32029,2000-2004,W,M,All,8816,0,0,0,22.334,0.63,1
32031,2000-2004,W,M,All,822981,7.4365,46,5.1874,9.6855,49.22,0
32033,2000-2004,W,M,All,21614,9.0799,2,0,26.048,1.68,1
32510,2000-2004,W,M,All,129228,12.8419,17,6.4719,19.212,10.55,0
33001,2000-2004,W,M,All,142817,17.5983,25,10.4804,24.7163,12.02,0
33003,2000-2004,W,M,All,110453,11.4108,16,5.5802,17.2414,11.06,0
33005,2000-2004,W,M,All,180568,10.0042,16,4.9456,15.0629,13.35,0
33007,2000-2004,W,M,All,81518,7.2184,7,1.4774,12.9594,7.63,1
33009,2000-2004,W,M,All,196985,7.2328,13,3.0516,11.4141,15.16,0
33011,2000-2004,W,M,All,919463,11.3308,75,8.6944,13.9671,52.83,0
33013,2000-2004,W,M,All,339800,9.6291,26,5.8365,13.4218,22.48,0
33015,2000-2004,W,M,All,691231,8.7883,44,6.0941,11.4824,39.99,0
33017,2000-2004,W,M,All,271997,7.1371,16,3.5123,10.762,16.33,0
33019,2000-2004,W,M,All,101323,10.4119,11,3.8233,17.0006,8.7,1
34001,2000-2004,W,M,All,472942,13.3975,63,10.0486,16.7465,37.05,0
34003,2000-2004,W,M,All,1758367,9.3873,184,8.0228,10.7519,158,0
34005,2000-2004,W,M,All,856926,9.6382,73,7.3655,11.9109,60.75,0
34007,2000-2004,W,M,All,934346,8.7673,76,6.7769,10.7577,67.53,0
34009,2000-2004,W,M,All,228763,8.7024,28,5.3883,12.0165,25,0
34011,2000-2004,W,M,All,277519,8.4329,22,4.7658,12.0999,20.68,0
34013,2000-2004,W,M,All,1008957,7.6615,73,5.8861,9.437,77.42,0
34015,2000-2004,W,M,All,564399,9.7425,41,6.6391,12.8459,34.27,0
34017,2000-2004,W,M,All,1091046,7.3506,63,5.5183,9.1829,68.96,0
34019,2000-2004,W,M,All,295229,11.7693,24,6.8545,16.6842,18.33,0
34021,2000-2004,W,M,All,634476,9.5639,56,7.0411,12.0866,46.83,0
34023,2000-2004,W,M,All,1371308,8.5329,108,6.8939,10.1719,103.17,0
34025,2000-2004,W,M,All,1323852,8.5907,94,6.8304,10.3511,90.6,0
34027,2000-2004,W,M,All,1048176,8.1038,70,6.1446,10.063,68.92,0
34029,2000-2004,W,M,All,1206043,9.2532,162,7.7986,10.7078,143.79,0
34031,2000-2004,W,M,All,959161,7.4368,61,5.5458,9.3278,66.16,0
34033,2000-2004,W,M,All,131171,9.5002,13,4.0261,14.9743,10.59,0
34035,2000-2004,W,M,All,611971,9.5501,44,6.6648,12.4355,39.28,0
34037,2000-2004,W,M,All,356944,7.4655,21,3.4142,11.5168,18.77,0
34039,2000-2004,W,M,All,933650,9.1674,86,7.2092,11.1256,75.28,0
34041,2000-2004,W,M,All,249019,8.8844,18,4.6036,13.1653,16.88,0
35001,2000-2004,W,M,All,1245621,5.7439,58,4.2401,7.2477,82.29,0
35003,2000-2004,W,M,All,8574,13.2642,2,0,38.0082,0.93,1
35005,2000-2004,W,M,All,142979,9.2138,13,3.9245,14.503,11.42,0
35007,2000-2004,W,M,All,34420,5.1313,2,0,14.5881,3.36,1
35009,2000-2004,W,M,All,98093,6.9439,5,0,14.414,6.01,1
35011,2000-2004,W,M,All,5135,0,0,0,18.9574,0.71,1
35013,2000-2004,W,M,All,417522,5.0317,17,2.5042,7.5593,25.56,0
35015,2000-2004,W,M,All,120100,5.5381,7,0.0667,11.0095,9.56,1
35017,2000-2004,W,M,All,71143,7.7392,6,0.6586,14.8198,6.97,1
35019,2000-2004,W,M,All,12180,0,0,0,16.7755,0.91,1
35021,2000-2004,W,M,All,1912,0,0,0,30.893,0.28,1
35023,2000-2004,W,M,All,13135,9.3422,1,0,31.4243,1.09,1
35025,2000-2004,W,M,All,129013,9.2579,9,2.7776,15.7382,8.03,1
35027,2000-2004,W,M,All,47153,9.2845,4,0,19.6001,4.66,1
35028,2000-2004,W,M,All,43443,0,0,0,9.2231,3.27,1
35029,2000-2004,W,M,All,59765,3.2461,3,0,9.9987,6.32,1
35031,2000-2004,W,M,All,39768,7.4071,2,0,21.5982,2.41,1
35033,2000-2004,W,M,All,12874,0,0,0,14.6712,1.17,1
35035,2000-2004,W,M,All,136096,6.0139,8,0.3262,11.7015,9.28,1
35037,2000-2004,W,M,All,22528,0,0,0,10.2271,2.4,1
35039,2000-2004,W,M,All,84858,7.7933,6,0.5669,15.0198,5.69,1
35041,2000-2004,W,M,All,42515,6.0115,2,0,16.7813,2.79,1
35043,2000-2004,W,M,All,186855,5.9514,9,1.3729,10.5299,12.27,1
35045,2000-2004,W,M,All,174049,7.7204,11,2.9426,12.4981,10.42,1
35047,2000-2004,W,M,All,69385,7.9534,6,0,17.337,4.78,1
35049,2000-2004,W,M,All,309491,9.2188,21,4.9568,13.4809,19.7,0
35051,2000-2004,W,M,All,31607,10.155,5,0,21.0484,5.25,1
35053,2000-2004,W,M,All,39246,5.3773,2,0,17.3039,2.55,1
35055,2000-2004,W,M,All,68938,5.072,3,0,12.6554,5.04,1
35057,2000-2004,W,M,All,41310,5.9531,2,0,19.0013,2.3,1
35059,2000-2004,W,M,All,9577,9.3422,1,0,31.9433,0.98,1
35061,2000-2004,W,M,All,197427,8.7312,13,3.2054,14.2569,11.9,0
36001,2000-2004,W,M,All,597024,7.4193,46,5.242,9.5967,48.28,0
36003,2000-2004,W,M,All,122905,15.8009,19,8.5314,23.0704,9.28,0
36007,2000-2004,W,M,All,443819,7.3445,37,4.9487,9.7403,40.04,0
36009,2000-2004,W,M,All,194835,5.849,11,2.1455,9.5525,15.06,1
36011,2000-2004,W,M,All,190647,11.9881,22,6.6955,17.2806,14.93,0
36013,2000-2004,W,M,All,324410,12.1514,42,8.415,15.8877,27.45,0
